fita,status,ult movimentação
FIC013L5,ARMAZENADO,01/03/2022
FTH280L5,ARMAZENADO,31/08/2021
FTH104L5,ARMAZENADO,24/12/2019
BDB562L6,ARMAZENADO,25/06/2019
FTC821L5,ARMAZENADO,24/12/2019
CQZ577L5,ARMAZENADO,25/08/2020
DIH080L5,ARMAZENADO,25/08/2020
FCD599L5,ARMAZENADO,01/11/2021
BDB487L6,ARMAZENADO,01/03/2022
CIO173L6,ARMAZENADO,
BDB687L6,ARMAZENADO,03/05/2022
CPW142L4,ARMAZENADO,
FTD213L5,ARMAZENADO,24/12/2019
CHC161L6,ARMAZENADO,
BDB880L6,ARMAZENADO,30/11/2021
FTG588L5,ARMAZENADO,18/10/2022
FTH499L5,EM CLIENTE,16/07/2019
FCD015L5,ARMAZENADO,01/02/2022
DIH958L5,ARMAZENADO,28/09/2021
DIH096L5,EM CLIENTE,14/06/2022
DIH169L5,ARMAZENADO,15/02/2022
BDB685L6,ARMAZENADO,03/05/2022
CQZ560L5,ARMAZENADO,16/04/2019
FTD175L5,EM CLIENTE,12/11/2019
FCF607L5,EM CLIENTE,21/06/2022
CIO212L6,ARMAZENADO,25/06/2019
BDB665L6,ARMAZENADO,20/07/2021
DIH076L5,EM CLIENTE,19/07/2022
BLK062L5,ARMAZENADO,07/05/2019
FCF013L5,ARMAZENADO,04/01/2022
FCB419L5,EM CLIENTE,12/11/2019
FCD067L5,ARMAZENADO,21/09/2021
FTH520L5,ARMAZENADO,16/07/2019
FCC991L5,ARMAZENADO,24/12/2019
AJF801L8,EM CLIENTE,16/08/2022
CZY931L5,ARMAZENADO,16/08/2022
FTG911L5,ARMAZENADO,17/11/2020
GFK850L5,ARMAZENADO,14/01/2020
CPW138L4,ARMAZENADO,
SP0016L5,ARMAZENADO,16/04/2019
FIB987L5,ARMAZENADO,29/10/2019
CZX807L5,ARMAZENADO,23/02/2021
BBM794L5,ARMAZENADO,01/03/2022
CZY886L5,EM CLIENTE,29/06/2021
CQZ566L5,EM CLIENTE,17/12/2019
CZY749L5,EM CLIENTE,17/01/2023
FCD576L5,ARMAZENADO,23/11/2021
FCD795L5,ARMAZENADO,16/04/2019
CZY972L5,ARMAZENADO,16/06/2020
CRZ031L5,ARMAZENADO,16/04/2019
CZY991L5,ARMAZENADO,14/09/2021
SAA209L5,ARMAZENADO,19/04/2022
FFC216L5,ARMAZENADO,19/04/2022
DII081L5,EM CLIENTE,01/07/2022
BDB699L6,ARMAZENADO,24/05/2022
FTH486L5,EM CLIENTE,06/12/2022
FCE994L5,ARMAZENADO,01/02/2022
BDB885L6,ARMAZENADO,30/11/2021
FTC704L5,ARMAZENADO,20/08/2019
DII026L5,ARMAZENADO,07/12/2021
FTH115L5,ARMAZENADO,26/04/2022
DIH281L5,ARMAZENADO,12/11/2019
CHC204L6,ARMAZENADO,24/05/2022
FFC240L5,ARMAZENADO,01/02/2022
FTF012L5,ARMAZENADO,03/05/2022
CGB403L6,ARMAZENADO,17/12/2019
CBG057L6,EM CLIENTE,17/03/2020
VV0067L5,EM CLIENTE,25/01/2022
FCE867L5,EM CLIENTE,25/08/2020
FCD665L5,ARMAZENADO,
GAC394L5,ARMAZENADO,13/10/2020
BDB566L6,ARMAZENADO,25/11/2019
fth550l5,ARMAZENADO,
CZZ042L5,EM CLIENTE,15/06/2021
BLK127L5,ARMAZENADO,
FCD389L5,ARMAZENADO,
FCD019L5,ARMAZENADO,25/05/2021
FTD020L5,ARMAZENADO,31/08/2021
SP0022L5,ARMAZENADO,25/01/2022
FIB980L5,ARMAZENADO,17/11/2020
FTC708L5,ARMAZENADO,17/10/2019
FTC686L5,ARMAZENADO,29/03/2022
BUR990L6,ARMAZENADO,25/08/2020
CIO201L6,ARMAZENADO,24/12/2019
FXZ476L5,ARMAZENADO,
BDB835L6,ARMAZENADO,31/08/2021
BBM734L5,ARMAZENADO,
BDB438L6,ARMAZENADO,17/05/2022
DIH139L5,EM CLIENTE,26/01/2021
VV0118L5,EM CLIENTE,25/01/2022
FTD420L5,ARMAZENADO,24/12/2019
DIG962L5,ARMAZENADO,18/03/2021
FTC602L5,ARMAZENADO,01/03/2022
DIH088L5,EM CLIENTE,13/12/2022
FFC189L5,ARMAZENADO,28/09/2021
FCE991L5,ARMAZENADO,01/02/2022
BDB807L6,ARMAZENADO,24/12/2019
DIH111L5,EM CLIENTE,19/01/2021
FCD163L5,EM CLIENTE,15/03/2022
FCD061L5,EM CLIENTE,16/04/2019
FTG659L5,ARMAZENADO,16/08/2022
UHU033L5,ARMAZENADO,23/05/2022
FCF052L5,ARMAZENADO,20/07/2021
FCF032L5,ARMAZENADO,17/05/2022
FCD765L5,ARMAZENADO,16/04/2019
FFC014L5,ARMAZENADO,26/04/2022
FTD038L5,ARMAZENADO,26/04/2022
FTG691L5,ARMAZENADO,21/02/2019
SPN067L5,ARMAZENADO,21/05/2019
FTE814L5,EM CLIENTE,12/11/2019
CPW125L4,ARMAZENADO,16/08/2022
BDB602L6,ARMAZENADO,01/03/2022
FCE871L5,ARMAZENADO,
SP0008L5,ARMAZENADO,
UHU038L5,EM CLIENTE,17/03/2020
CIO255L6,ARMAZENADO,02/02/2021
CIO160L6,ARMAZENADO,
VV0137L5,ARMAZENADO,16/07/2019
FCF055L5,ARMAZENADO,20/07/2021
FTG923L5,ARMAZENADO,17/11/2020
FCF567L5,EM CLIENTE,08/12/2021
FTD029L5,ARMAZENADO,31/08/2021
BDB554L6,ARMAZENADO,26/03/2019
CQZ579L5,ARMAZENADO,20/07/2021
FTH116L5,ARMAZENADO,26/04/2022
FCD020L5,EM CLIENTE,08/02/2022
FTG753L5,ARMAZENADO,
FTG915L5,ARMAZENADO,26/04/2022
FTC824L5,ARMAZENADO,13/07/2021
FCC967L5,ARMAZENADO,26/04/2022
FCD221L5,ARMAZENADO,10/06/2022
FTH510L5,ARMAZENADO,16/06/2020
BDB773L6,ARMAZENADO,19/04/2022
FTF010L5,ARMAZENADO,03/05/2022
FTC594L5,ARMAZENADO,28/09/2021
DII873L5,ARMAZENADO,23/07/2019
FCF101L5,ARMAZENADO,23/07/2019
FTG739L5,ARMAZENADO,
BRCRZ026L3,ARMAZENADO,
BLK121L5,ARMAZENADO,
FTG920L5,ARMAZENADO,26/04/2022
FYB469L5,ARMAZENADO,24/05/2022
FFC222L5,EM CLIENTE,22/03/2022
APA505LU,ARMAZENADO,
CFL159L6,ARMAZENADO,03/12/2019
SPN003L5,ARMAZENADO,14/05/2019
BDB509L6,ARMAZENADO,20/07/2021
DII397L5,ARMAZENADO,16/02/2021
CZY717L5,ARMAZENADO,13/09/2022
FTG743L5,ARMAZENADO,14/12/2021
DIH064L5,ARMAZENADO,
FCD048L5,ARMAZENADO,19/07/2022
CZX760L5,EM CLIENTE,23/02/2021
GFK766L5,ARMAZENADO,
FTH484L5,ARMAZENADO,
FTH270L5,ARMAZENADO,31/08/2021
FCD670L5,ARMAZENADO,
SAA013L5,EM CLIENTE,04/09/2019
FTD303L5,ARMAZENADO,28/09/2021
DIH102L5,EM CLIENTE,15/12/2020
FCC973L5,ARMAZENADO,03/05/2022
FTG568L5,ARMAZENADO,14/04/2020
CRZ064L5,ARMAZENADO,
FTD302L5,ARMAZENADO,28/09/2021
FCD588L5,ARMAZENADO,17/11/2020
FTH483L5,ARMAZENADO,
FTH467L5,ARMAZENADO,
FTC677L5,ARMAZENADO,24/05/2022
SJP039L7,ARMAZENADO,
APD933LU,ARMAZENADO,
FTC998L5,ARMAZENADO,01/03/2022
VV0116L5,EM CLIENTE,16/04/2019
BDB471L6,ARMAZENADO,23/04/2019
BDB672L6,ARMAZENADO,20/07/2021
FTC811L5,ARMAZENADO,17/11/2022
BDB711L6,ARMAZENADO,24/05/2022
SAP125L8,EM CLIENTE,19/07/2022
FCE900L5,EM CLIENTE,25/08/2020
FTC725L5,ARMAZENADO,16/04/2019
FTG590L5,EM CLIENTE,17/11/2022
CQZ578L5,ARMAZENADO,17/09/2019
SPN077L5,ARMAZENADO,
CIO203L6,ARMAZENADO,27/10/2020
CZZ002L5,EM CLIENTE,17/01/2023
FTH468L5,ARMAZENADO,
VV0033L5,EM CLIENTE,04/09/2019
FTD391L5,ARMAZENADO,24/05/2022
DIH074L5,EM CLIENTE,14/06/2022
FCD205L5,EM CLIENTE,16/08/2022
FCF022L5,ARMAZENADO,17/05/2022
CZY720L5,ARMAZENADO,25/06/2019
FCE950L5,EM CLIENTE,25/08/2020
FFC178L5,ARMAZENADO,08/03/2022
FCD475L5,EM CLIENTE,17/12/2019
FCD059L5,ARMAZENADO,26/03/2019
DII004L5,ARMAZENADO,21/04/2021
FTD428L5,ARMAZENADO,17/11/2020
SPN004L5,ARMAZENADO,14/05/2019
FCF463L5,ARMAZENADO,21/02/2019
FTD212L5,ARMAZENADO,23/04/2019
FCE869L5,ARMAZENADO,
CHC187L6,ARMAZENADO,03/12/2019
FTG650L5,EM CLIENTE,06/12/2022
FTE805L5,ARMAZENADO,28/12/2021
CIO211L6,ARMAZENADO,21/05/2019
FTC818L5,ARMAZENADO,24/12/2019
FTC609L5,ARMAZENADO,05/04/2022
SPN020L5,ARMAZENADO,05/06/2019
DIH093L5,EM CLIENTE,25/08/2020
AJF803L8,EM CLIENTE,16/08/2022
FCC971L5,ARMAZENADO,26/04/2022
SJP036L7,ARMAZENADO,
FTD032L5,ARMAZENADO,31/08/2021
FTC592L5,ARMAZENADO,28/09/2021
FCB418L5,EM CLIENTE,12/11/2019
FTC588L5,ARMAZENADO,28/09/2021
FTD405L5,EM CLIENTE,19/04/2022
DIH130L5,ARMAZENADO,15/02/2022
FTH497L5,ARMAZENADO,16/07/2019
BDB443L6,ARMAZENADO,04/01/2022
FYB467L5,ARMAZENADO,24/05/2022
GFK812L5,ARMAZENADO,25/06/2019
GFK843L5,ARMAZENADO,31/05/2022
FCD007L5,ARMAZENADO,01/02/2022
FTH304L5,EM CLIENTE,14/02/2019
GFK823L5,ARMAZENADO,31/05/2022
FTD419L5,EM CLIENTE,10/06/2022
VV0191L5,ARMAZENADO,
FTH489L5,ARMAZENADO,
FTG898L5,ARMAZENADO,24/09/2019
000055L6,ARMAZENADO,31/05/2022
FTD058L5,ARMAZENADO,21/11/2019
FXZ477L5,ARMAZENADO,
FTD044L5,ARMAZENADO,01/03/2022
APD944LU,ARMAZENADO,
SAP006L8,EM CLIENTE,19/07/2022
FCD593L5,ARMAZENADO,01/11/2021
CHC184L6,ARMAZENADO,
FCD681L5,ARMAZENADO,16/07/2019
DII082L5,EM CLIENTE,01/07/2022
FTC965L5,ARMAZENADO,17/11/2022
BDB927L6,ARMAZENADO,12/04/2022
FFC056L5,ARMAZENADO,17/05/2022
FTC718L5,ARMAZENADO,12/11/2019
SPN048L5,ARMAZENADO,16/04/2019
CIO232L6,ARMAZENADO,30/11/2021
BDB592L6,ARMAZENADO,01/03/2022
DIH132L5,ARMAZENADO,
DIH043L5,ARMAZENADO,01/06/2021
DIE175L5,EM CLIENTE,25/05/2021
FTE795L5,EM CLIENTE,17/10/2019
CIO254L6,ARMAZENADO,
FCF060L5,ARMAZENADO,20/07/2021
FCD973L5,ARMAZENADO,21/11/2019
DII049L5,ARMAZENADO,17/05/2022
FTG949L5,ARMAZENADO,
BLK144L5,ARMAZENADO,17/12/2019
FCD218L5,EM CLIENTE,10/06/2022
FCE861L5,EM CLIENTE,25/08/2020
PLI651L4,ARMAZENADO,
UHU009L5,ARMAZENADO,
CFL165L6,ARMAZENADO,20/08/2019
FTH366L5,ARMAZENADO,31/08/2021
DIH077L5,EM CLIENTE,18/03/2021
VV0170L5,ARMAZENADO,17/11/2022
FCE990L5,ARMAZENADO,01/02/2022
CZZ014L5,EM CLIENTE,06/12/2022
CQZ610L5,ARMAZENADO,18/03/2021
CBG048L6,ARMAZENADO,16/04/2019
BDB856L6,ARMAZENADO,28/09/2021
VV0032L5,ARMAZENADO,
BDB839L6,ARMAZENADO,31/08/2021
VV0117L5,ARMAZENADO,16/04/2019
SPN036L5,ARMAZENADO,21/05/2019
FCD263L5,ARMAZENADO,17/09/2019
FCD380L5,ARMAZENADO,23/04/2019
SP0013L5,ARMAZENADO,20/08/2019
CQZ625L5,ARMAZENADO,11/09/2019
FTH373L5,ARMAZENADO,
FTH551L5,ARMAZENADO,
FTG623L5,ARMAZENADO,
FCF079L5,EM CLIENTE,13/09/2022
FCD597L5,ARMAZENADO,01/11/2021
BDB528L6,ARMAZENADO,23/07/2019
CIO195L6,ARMAZENADO,03/12/2019
BBM779L5,ARMAZENADO,26/04/2022
BLK089L5,ARMAZENADO,14/05/2019
CZY695L5,ARMAZENADO,25/06/2019
DIH165L5,ARMAZENADO,
DIE162L5,EM CLIENTE,15/02/2022
BDB799L6,ARMAZENADO,
UHU021L5,EM CLIENTE,12/11/2019
DIH069L5,ARMAZENADO,21/04/2021
FTD014L5,ARMAZENADO,31/08/2021
FTE808L5,ARMAZENADO,
BDB730L6,ARMAZENADO,05/04/2022
PLI673L4,ARMAZENADO,
SPN072L5,ARMAZENADO,26/03/2019
CZY903L5,ARMAZENADO,16/04/2019
BDB432L6,ARMAZENADO,05/04/2022
FCD034L5,EM CLIENTE,10/05/2022
FTD390L5,ARMAZENADO,24/05/2022
FTD028L5,ARMAZENADO,31/08/2021
FTH072L5,ARMAZENADO,20/07/2021
FFC026L5,ARMAZENADO,01/02/2022
FTC604L5,ARMAZENADO,01/03/2022
FCC977L5,ARMAZENADO,29/03/2022
FIB974L5,ARMAZENADO,31/08/2021
FIB966L5,ARMAZENADO,17/11/2020
FCF025L5,ARMAZENADO,17/05/2022
BDB921L6,ARMAZENADO,12/04/2022
DIH220L5,ARMAZENADO,12/04/2022
CZY901L5,ARMAZENADO,13/09/2022
FCD198L5,ARMAZENADO,13/07/2021
FCD610L5,ARMAZENADO,01/11/2021
DIH670L5,EM CLIENTE,15/12/2020
SPN069L5,ARMAZENADO,18/06/2019
CHC164L6,ARMAZENADO,
FTD389L5,ARMAZENADO,24/05/2022
DIH071L5,EM CLIENTE,01/06/2021
GFK764L5,ARMAZENADO,13/09/2022
BDB877L6,ARMAZENADO,01/11/2021
CZZ008L5,EM CLIENTE,18/06/2019
CZY963L5,ARMAZENADO,
FCD466L5,EM CLIENTE,08/12/2021
FTC714L5,EM CLIENTE,18/06/2019
FCE975L5,ARMAZENADO,30/11/2021
FIC033L5,EM CLIENTE,01/06/2021
FTG881L5,EM CLIENTE,14/12/2021
FTD383L5,ARMAZENADO,24/05/2022
FTC599L5,ARMAZENADO,01/03/2022
CZX777L5,ARMAZENADO,23/02/2021
FCD787L5,EM CLIENTE,18/06/2019
FTD427L5,ARMAZENADO,17/11/2020
FCD471L5,EM CLIENTE,08/12/2021
FTH495L5,ARMAZENADO,
FTD171L5,ARMAZENADO,17/12/2019
CRZ040L5,EM CLIENTE,17/10/2019
CZY986L5,EM CLIENTE,17/01/2023
CZZ015L5,EM CLIENTE,17/01/2023
FTG589L5,ARMAZENADO,18/10/2022
FTC792L5,ARMAZENADO,24/09/2019
DIH159L5,EM CLIENTE,17/12/2019
FCD591L5,ARMAZENADO,14/06/2022
BDB437L6,ARMAZENADO,17/05/2022
BDB816L6,ARMAZENADO,26/04/2022
FCD240L5,ARMAZENADO,14/12/2021
CZY692L5,ARMAZENADO,18/10/2022
CFL160L6,ARMAZENADO,21/02/2019
CPW160L4,ARMAZENADO,15/02/2022
CZY898L5,EM CLIENTE,18/10/2022
FCD662L5,ARMAZENADO,20/08/2019
FCF094L5,ARMAZENADO,24/12/2019
CZZ034L5,ARMAZENADO,14/07/2020
FFC182L5,ARMAZENADO,28/09/2021
VV0010L5,ARMAZENADO,16/07/2019
AJF807L8,EM CLIENTE,18/10/2022
GFK852L5,ARMAZENADO,14/01/2020
GFK854L5,ARMAZENADO,11/02/2020
FCD565L5,ARMAZENADO,14/06/2022
DII037L5,ARMAZENADO,21/04/2021
DIH042L5,ARMAZENADO,01/06/2021
CZY890L5,ARMAZENADO,14/12/2021
BBM791L5,ARMAZENADO,26/04/2022
BDB753L6,ARMAZENADO,17/05/2022
DIH998L5,ARMAZENADO,07/12/2021
DIH081L5,EM CLIENTE,01/06/2021
BLK073L5,ARMAZENADO,30/04/2019
CIO242L6,ARMAZENADO,20/08/2019
FTG916L5,ARMAZENADO,26/04/2022
BDB679L6,ARMAZENADO,20/07/2021
BLK075L5,ARMAZENADO,17/12/2019
FTE838L5,ARMAZENADO,17/12/2019
CHC227L6,EM CLIENTE,25/01/2022
GFK785L5,ARMAZENADO,22/03/2022
FTH103L5,ARMAZENADO,24/12/2019
CZY889L5,ARMAZENADO,14/12/2021
VV0100L5,EM CLIENTE,17/09/2019
BDB764L6,ARMAZENADO,19/04/2022
DII388L5,EM CLIENTE,16/08/2022
FCE916L5,EM CLIENTE,25/08/2020
BDB510L6,ARMAZENADO,20/07/2021
GM1234L5,ARMAZENADO,
SPN027L5,ARMAZENADO,09/04/2019
FCE992L5,ARMAZENADO,01/02/2022
FTG608L5,ARMAZENADO,18/10/2022
DIH996L5,ARMAZENADO,07/12/2021
CZY993L5,EM CLIENTE,17/01/2023
FTG943L5,ARMAZENADO,24/12/2019
BLK092L5,ARMAZENADO,
DIH270L5,EM CLIENTE,16/04/2019
FCD181L5,ARMAZENADO,10/06/2022
CRZ027L5,ARMAZENADO,16/04/2019
BDB575L6,ARMAZENADO,01/02/2022
DIH078L5,ARMAZENADO,14/07/2020
BDB883L6,ARMAZENADO,30/11/2021
FTC657L5,ARMAZENADO,12/04/2022
DIH097L5,ARMAZENADO,01/06/2021
BBM743L5,ARMAZENADO,30/11/2021
CFL163L6,ARMAZENADO,24/12/2019
FCD629L5,ARMAZENADO,22/03/2022
FTG900L5,ARMAZENADO,
BLK114L5,ARMAZENADO,05/11/2019
FTH302L5,EM CLIENTE,14/02/2019
FTC985L5,ARMAZENADO,20/07/2021
BLK131L5,EM CLIENTE,01/06/2021
SP0002L5,EM CLIENTE,11/09/2019
DIH084L5,EM CLIENTE,15/12/2020
FTE813L5,ARMAZENADO,
DIH264L5,ARMAZENADO,17/12/2019
BDB594L6,ARMAZENADO,01/03/2022
FTG698L5,EM CLIENTE,06/12/2022
FTH130L5,ARMAZENADO,08/09/2020
FCD577L5,ARMAZENADO,23/11/2021
UHU017L5,EM CLIENTE,19/05/2020
DIH068L5,ARMAZENADO,01/06/2021
FFB987L5,ARMAZENADO,15/03/2022
DII085L5,EM CLIENTE,16/08/2022
FTD408L5,EM CLIENTE,10/06/2022
CZZ009L5,ARMAZENADO,
FTG737L5,EM CLIENTE,23/02/2021
CZY897L5,EM CLIENTE,18/10/2022
FTG652L5,EM CLIENTE,06/12/2022
SPN011L5,ARMAZENADO,04/06/2019
CQZ594L5,ARMAZENADO,15/06/2021
CQZ592L5,ARMAZENADO,
000054L6,ARMAZENADO,26/04/2022
FCF084L5,ARMAZENADO,
GNC116L4,ARMAZENADO,
CZX765L5,EM CLIENTE,14/01/2020
,ARMAZENADO,
BDB542L6,ARMAZENADO,21/05/2019
FCC972L5,ARMAZENADO,26/04/2022
FTG642L5,ARMAZENADO,16/08/2022
FXZ761L5,ARMAZENADO,
GFK800L5,ARMAZENADO,22/03/2022
CZX788L5,ARMAZENADO,
FTD361L5,ARMAZENADO,
CIO210L6,ARMAZENADO,21/05/2019
CIO166L6,ARMAZENADO,
FCD066L5,EM CLIENTE,12/11/2019
FTG693L5,ARMAZENADO,26/03/2019
CHC201L6,ARMAZENADO,
FIB995L5,ARMAZENADO,31/08/2021
CZX574L5,ARMAZENADO,16/04/2019
FCF471L5,ARMAZENADO,
SPN019L5,ARMAZENADO,14/05/2019
FCF037L5,ARMAZENADO,17/05/2022
FTG751L5,EM CLIENTE,17/03/2020
BDB626L6,ARMAZENADO,26/04/2022
BLK059L5,ARMAZENADO,19/05/2020
VV0188L5,ARMAZENADO,
CPW177L4,EM CLIENTE,14/12/2021
VV0054L5,ARMAZENADO,16/04/2019
FCD596L5,ARMAZENADO,01/11/2021
VV0160L5,EM CLIENTE,06/07/2021
FFC231L5,ARMAZENADO,21/04/2021
FTC799L5,EM CLIENTE,08/03/2022
DIH693L5,EM CLIENTE,31/08/2020
DIH020L5,ARMAZENADO,17/11/2022
DII077L5,ARMAZENADO,16/04/2019
VV0005L5,EM CLIENTE,11/10/2021
DIH066L5,EM CLIENTE,25/08/2020
FTF008L5,ARMAZENADO,16/04/2019
DIH104L5,EM CLIENTE,27/10/2020
VV0109L5,EM CLIENTE,17/01/2023
DIH980L5,EM CLIENTE,23/05/2022
FTC668L5,ARMAZENADO,24/05/2022
DII046L5,ARMAZENADO,17/05/2022
GFK811L5,EM CLIENTE,08/03/2022
DIH293L5,ARMAZENADO,12/03/2019
FTD371L5,ARMAZENADO,21/02/2019
DIH217L5,EM CLIENTE,27/10/2020
FTE792L5,EM CLIENTE,17/10/2019
CHC176L6,ARMAZENADO,12/11/2019
CZY721L5,ARMAZENADO,21/05/2019
FCD197L5,ARMAZENADO,13/07/2021
DIH879L5,EM CLIENTE,11/02/2020
DIH055L5,ARMAZENADO,21/04/2021
BBM756L5,ARMAZENADO,22/10/2019
FTH470L5,ARMAZENADO,
VV0032L5,EM CLIENTE,04/09/2019
DIH257L5,ARMAZENADO,16/04/2019
FCC989L5,ARMAZENADO,24/09/2019
FFC040L5,ARMAZENADO,08/09/2020
FTD430L5,ARMAZENADO,17/11/2020
DIH986L5,EM CLIENTE,22/03/2022
FTC816L5,ARMAZENADO,20/08/2019
FTG875L5,ARMAZENADO,
CZY997L5,ARMAZENADO,11/08/2020
FFC176L5,ARMAZENADO,08/03/2022
DIH031L5,ARMAZENADO,01/06/2021
FTD310L5,ARMAZENADO,28/09/2021
FTF007L5,ARMAZENADO,23/07/2019
FCE909L5,EM CLIENTE,21/04/2021
DIH188L5,EM CLIENTE,17/03/2020
APD947LU,ARMAZENADO,
FCE921L5,EM CLIENTE,13/07/2021
FCE976L5,ARMAZENADO,24/12/2019
FTE760L5,ARMAZENADO,
FTG885L5,ARMAZENADO,
CPW171L4,ARMAZENADO,16/08/2022
VV0102L5,EM CLIENTE,17/09/2019
FTC785L5,ARMAZENADO,
DIH067L5,ARMAZENADO,
FCF023L5,ARMAZENADO,17/05/2022
CPW109L4,ARMAZENADO,05/04/2022
DIH116L5,EM CLIENTE,01/06/2021
FCE864L5,ARMAZENADO,16/04/2019
FIC059L5,ARMAZENADO,03/05/2022
FTH067L5,ARMAZENADO,24/12/2019
FCF017L5,ARMAZENADO,17/05/2022
FCD792L5,ARMAZENADO,16/04/2019
CZY961L5,ARMAZENADO,
FFC022L5,ARMAZENADO,26/04/2022
CZX761L5,EM CLIENTE,23/02/2021
FTD256L5,ARMAZENADO,
FIC005L5,ARMAZENADO,01/02/2022
DIH172L5,EM CLIENTE,21/06/2022
CIO189L6,ARMAZENADO,03/12/2019
GOI022L7,EM CLIENTE,06/12/2022
CFL168L6,ARMAZENADO,03/12/2019
CPW155L4,ARMAZENADO,
CZY701L5,EM CLIENTE,30/11/2021
DOL871L5,ARMAZENADO,17/09/2019
AJF808L8,EM CLIENTE,18/10/2022
CZY884L5,ARMAZENADO,
FTG723L5,ARMAZENADO,
FCD798L5,EM CLIENTE,12/03/2019
CGB408L6,EM CLIENTE,18/03/2021
BBM797L5,ARMAZENADO,21/05/2019
FTD015L5,EM CLIENTE,14/06/2022
GFK769L5,ARMAZENADO,
BDB843L6,ARMAZENADO,31/08/2021
FFC224L5,ARMAZENADO,21/04/2021
FTG846L5,ARMAZENADO,
FCE967L5,ARMAZENADO,30/11/2021
CIO244L6,ARMAZENADO,24/09/2019
BBM754L5,ARMAZENADO,30/11/2021
DIH207L5,ARMAZENADO,23/05/2022
SP0030L5,ARMAZENADO,16/04/2019
FCE986L5,ARMAZENADO,01/02/2022
SP0025L5,ARMAZENADO,13/07/2021
FCC963L5,ARMAZENADO,03/05/2022
CZZ007L5,ARMAZENADO,12/07/2022
SP0026L5,ARMAZENADO,13/07/2021
VV0138L5,ARMAZENADO,
CIO197L6,ARMAZENADO,
FFC019L5,ARMAZENADO,26/04/2022
FTD216L5,ARMAZENADO,26/03/2019
FIB962L5,ARMAZENADO,07/12/2021
GAC410L5,EM CLIENTE,25/10/2022
FFC168L5,ARMAZENADO,08/03/2022
GFK781L5,ARMAZENADO,22/03/2022
CIO250L6,ARMAZENADO,03/12/2019
SAP007L8,EM CLIENTE,19/07/2022
CBG041L6,ARMAZENADO,
DIH051L5,EM CLIENTE,13/09/2022
JAC042L5,ARMAZENADO,
GM1232L5,ARMAZENADO,
SPN023L5,ARMAZENADO,09/04/2019
FTC790L5,ARMAZENADO,
CZY708L5,ARMAZENADO,16/04/2019
FFC220L5,EM CLIENTE,22/03/2022
FCD027L5,ARMAZENADO,14/06/2022
PLI613L4,ARMAZENADO,
FTH368L5,ARMAZENADO,31/08/2021
FCF035L5,ARMAZENADO,17/05/2022
FTG887L5,ARMAZENADO,17/12/2019
CRZ001L5,ARMAZENADO,
BDB718L6,EM CLIENTE,10/06/2022
FCF062L5,ARMAZENADO,20/07/2021
CHC215L6,ARMAZENADO,
FTD042L5,ARMAZENADO,01/03/2022
DIH089L5,ARMAZENADO,
CZX810L5,ARMAZENADO,17/11/2022
SP0031L5,ARMAZENADO,16/04/2019
DII376L5,EM CLIENTE,15/03/2022
CZY682L5,ARMAZENADO,17/11/2022
DIH173L5,ARMAZENADO,24/02/2022
DIH974L5,ARMAZENADO,14/06/2022
GFK855L5,ARMAZENADO,11/02/2020
FIC009L5,ARMAZENADO,01/02/2022
FTG953L5,ARMAZENADO,24/12/2019
BDB888L6,ARMAZENADO,30/11/2021
GFK795L5,ARMAZENADO,22/03/2022
FCD694L5,ARMAZENADO,17/10/2019
FCD790L5,ARMAZENADO,17/09/2019
FTC644L5,ARMAZENADO,10/06/2022
BDB693L6,ARMAZENADO,03/05/2022
FCD587L5,ARMAZENADO,01/11/2021
FCD687L5,ARMAZENADO,14/01/2020
DIH178L5,ARMAZENADO,15/03/2022
FCB407L5,EM CLIENTE,17/10/2019
FCD383L5,ARMAZENADO,23/07/2019
FFC027L5,ARMAZENADO,01/02/2022
CFL186L6,ARMAZENADO,03/12/2019
FTG595L5,ARMAZENADO,
FCD190L5,ARMAZENADO,
VV0142L5,ARMAZENADO,18/10/2022
FTG688L5,ARMAZENADO,21/02/2019
GAC381L5,ARMAZENADO,
BDB581L6,ARMAZENADO,01/02/2022
FTG611L5,ARMAZENADO,13/09/2022
GAC389L5,ARMAZENADO,10/11/2020
UHU027L5,ARMAZENADO,17/12/2019
FTH362L5,ARMAZENADO,31/08/2021
FCE983L5,ARMAZENADO,01/02/2022
SP0014L5,ARMAZENADO,20/08/2019
000076L2,ARMAZENADO,
DIH292L5,ARMAZENADO,12/03/2019
FIC018L5,ARMAZENADO,01/03/2022
FTC789L5,ARMAZENADO,
FCD206L5,ARMAZENADO,12/04/2022
FTG700L5,ARMAZENADO,16/04/2019
DII057L5,ARMAZENADO,16/04/2019
FTG901L5,ARMAZENADO,
FCE942L5,EM CLIENTE,25/08/2020
FFC248L5,ARMAZENADO,14/06/2022
CBG053L6,EM CLIENTE,14/01/2020
FFC258L5,ARMAZENADO,25/05/2021
FCB401L5,EM CLIENTE,14/02/2019
DII000L5,EM CLIENTE,01/02/2022
FCE870L5,ARMAZENADO,
FCD187L5,ARMAZENADO,10/06/2022
FTG567L5,ARMAZENADO,21/11/2019
FCC984L5,ARMAZENADO,
CZZ023L5,ARMAZENADO,14/06/2022
FTD172L5,ARMAZENADO,14/01/2020
DIH109L5,ARMAZENADO,01/06/2021
CFK986L6,ARMAZENADO,01/02/2022
FFC161L5,ARMAZENADO,03/05/2022
BDB556L6,ARMAZENADO,12/11/2019
FTD024L5,ARMAZENADO,31/08/2021
